,id_cliente,valor_divida_mil,tempo_inadimplencia_dias,porte_cliente,ramo_atuacao_cliente,score_risco_interno,regiao,score_recuperacao
1218,21219,44.52,199,Pequeno,Produtor,B,Centro-Oeste,0.6804747
914,20915,41.55,1391,Médio,Produtor,C,Centro-Oeste,0.6803897
1325,21326,241.49,1084,Médio,Produtor,A,Centro-Oeste,0.67985725
1523,21524,5.98,1328,Pequeno,Produtor,D,Sudeste,0.6797151
1266,21267,5.6,327,Médio,Cooperativa,D,Centro-Oeste,0.6793256
1228,21229,65.18,1367,Médio,Indústria,B,Centro-Oeste,0.6786808
1351,21352,63.66,1155,Pequeno,Produtor,C,Sul,0.6785607
211,20212,1.12,1460,Pequeno,Produtor,D,Centro-Oeste,0.677985
534,20535,5.13,474,Pequeno,Produtor,C,Nordeste,0.67771876
1889,21890,26.4,1145,Médio,Produtor,B,Norte,0.67761797
571,20572,63.94,265,Pequeno,Cooperativa,D,Centro-Oeste,0.6771232
146,20147,4.88,339,Pequeno,Produtor,C,Centro-Oeste,0.6770078
1748,21749,14.24,1492,Grande,Produtor,C,Sudeste,0.6767882
253,20254,4.74,171,Grande,Distribuidor,C,Sul,0.67597145
915,20916,102.83,1439,Pequeno,Produtor,D,Sudeste,0.67514485
56,20057,22.99,1180,Pequeno,Produtor,C,Sudeste,0.67513686
1215,21216,58.19,1281,Pequeno,Produtor,C,Nordeste,0.6749464
1217,21218,39.95,807,Pequeno,Produtor,C,Nordeste,0.67484796
1552,21553,34.39,346,Médio,Produtor,C,Sul,0.67472124
1870,21871,13.95,1389,Grande,Cooperativa,C,Centro-Oeste,0.67442983
370,20371,46.52,474,Pequeno,Produtor,C,Sul,0.67429143
1545,21546,13.53,785,Pequeno,Produtor,A,Sudeste,0.67392457
1520,21521,147.62,653,Pequeno,Cooperativa,D,Centro-Oeste,0.673119
1643,21644,50.23,455,Médio,Produtor,C,Sudeste,0.6718832
646,20647,33.39,1232,Pequeno,Produtor,A,Centro-Oeste,0.67150915
1072,21073,142.42,488,Pequeno,Cooperativa,C,Sudeste,0.67112505
426,20427,94.37,1257,Grande,Indústria,C,Sudeste,0.67100924
1512,21513,3.83,430,Médio,Distribuidor,C,Sul,0.67096215
279,20280,44.81,529,Pequeno,Distribuidor,A,Centro-Oeste,0.67092174
1269,21270,34.15,1430,Grande,Distribuidor,C,Sudeste,0.6705706
154,20155,108.58,825,Pequeno,Distribuidor,C,Sudeste,0.6704281
965,20966,9.18,379,Pequeno,Indústria,C,Norte,0.67001814
823,20824,10.18,978,Médio,Distribuidor,F,Sudeste,0.6698127
436,20437,195.72,151,Pequeno,Cooperativa,C,Sudeste,0.6693131
1035,21036,23.41,1023,Grande,Indústria,C,Sul,0.6690847
1452,21453,26.67,777,Pequeno,Cooperativa,C,Centro-Oeste,0.6690139
793,20794,7.25,932,Médio,Distribuidor,B,Sudeste,0.6689829
1499,21500,13.7,1309,Pequeno,Distribuidor,C,Sul,0.6688937
472,20473,0.69,1033,Pequeno,Cooperativa,F,Sudeste,0.6687976
852,20853,8.31,952,Pequeno,Produtor,C,Nordeste,0.66872
1574,21575,38.44,1371,Médio,Produtor,A,Sudeste,0.6685048
236,20237,71.03,772,Pequeno,Produtor,C,Centro-Oeste,0.66824687
134,20135,344.46,217,Pequeno,Produtor,B,Sudeste,0.6682029
196,20197,12.26,1140,Médio,Distribuidor,A,Sudeste,0.6680425
1311,21312,19.3,1100,Pequeno,Produtor,C,Centro-Oeste,0.66743964
1594,21595,20.04,1260,Médio,Produtor,C,Sudeste,0.66730076
924,20925,29.28,1051,Grande,Produtor,B,Sudeste,0.6672744
1988,21989,12.03,965,Médio,Indústria,C,Centro-Oeste,0.6666754
1036,21037,35.43,1157,Pequeno,Cooperativa,C,Sudeste,0.666612
1690,21691,135.09,149,Grande,Produtor,B,Sul,0.66656363
588,20589,39.8,974,Pequeno,Cooperativa,C,Sudeste,0.6663416
891,20892,17.43,586,Pequeno,Cooperativa,D,Sudeste,0.6659933
737,20738,13.87,677,Pequeno,Produtor,C,Sudeste,0.6658917
1204,21205,55.43,1483,Pequeno,Produtor,B,Sul,0.66585374
1198,21199,28.59,1178,Médio,Produtor,C,Centro-Oeste,0.6657346
1805,21806,32.95,123,Pequeno,Produtor,C,Centro-Oeste,0.66567695
649,20650,48.66,816,Médio,Indústria,C,Nordeste,0.66517717
780,20781,44.32,352,Pequeno,Produtor,C,Sudeste,0.6649637
1504,21505,299.85,927,Médio,Distribuidor,C,Sudeste,0.66496146
1509,21510,27.02,1090,Pequeno,Produtor,C,Nordeste,0.66495943
597,20598,24.42,252,Pequeno,Produtor,C,Sudeste,0.66495615
1787,21788,14.82,875,Pequeno,Cooperativa,C,Sudeste,0.664933
1262,21263,845.45,1330,Pequeno,Distribuidor,B,Sudeste,0.66476583
45,20046,12.29,1265,Médio,Produtor,C,Sudeste,0.6646063
1782,21783,94.68,817,Pequeno,Indústria,D,Sudeste,0.6641808
782,20783,11.29,918,Pequeno,Produtor,B,Sul,0.6640594
345,20346,27.0,1003,Pequeno,Produtor,C,Sul,0.66390175
945,20946,14.19,1400,Pequeno,Produtor,D,Sudeste,0.66384965
362,20363,9.23,1362,Pequeno,Cooperativa,C,Centro-Oeste,0.6637029
1433,21434,250.49,888,Pequeno,Produtor,C,Centro-Oeste,0.6632538
1281,21282,2.12,1223,Grande,Produtor,C,Centro-Oeste,0.6631449
109,20110,17.37,923,Médio,Produtor,C,Sudeste,0.6630607
331,20332,17.88,175,Médio,Produtor,A,Sul,0.662969
961,20962,99.18,825,Grande,Distribuidor,B,Centro-Oeste,0.66272646
558,20559,42.87,270,Médio,Indústria,B,Sudeste,0.6626699
1502,21503,23.72,758,Pequeno,Cooperativa,A,Sudeste,0.66233575
1106,21107,124.87,115,Pequeno,Cooperativa,C,Sul,0.66233444
1848,21849,46.89,817,Médio,Produtor,C,Centro-Oeste,0.66221726
467,20468,57.3,108,Pequeno,Indústria,B,Sul,0.6615214
674,20675,23.08,1223,Médio,Produtor,F,Centro-Oeste,0.6610878
1439,21440,69.95,943,Pequeno,Produtor,C,Sudeste,0.6610835
1260,21261,44.05,493,Médio,Produtor,C,Sudeste,0.66090626
753,20754,32.04,196,Pequeno,Produtor,A,Nordeste,0.66044086
1486,21487,10.36,440,Pequeno,Distribuidor,B,Sudeste,0.66030943
1034,21035,22.54,858,Médio,Distribuidor,C,Sudeste,0.6602085
1846,21847,47.68,635,Pequeno,Distribuidor,C,Sul,0.66004664
303,20304,92.91,1129,Pequeno,Produtor,D,Sudeste,0.66000473
1112,21113,13.81,1498,Pequeno,Indústria,C,Sudeste,0.65998465
338,20339,6.8,1350,Pequeno,Produtor,C,Sudeste,0.65961957
93,20094,7.13,596,Pequeno,Indústria,C,Sul,0.65920514
713,20714,129.57,465,Pequeno,Produtor,D,Sudeste,0.6588923
214,20215,225.7,1045,Pequeno,Produtor,C,Centro-Oeste,0.6586311
1901,21902,24.25,1329,Médio,Produtor,C,Nordeste,0.6583115
1902,21903,11.43,487,Pequeno,Distribuidor,C,Nordeste,0.65826243
1890,21891,83.89,503,Grande,Distribuidor,D,Centro-Oeste,0.65795064
1154,21155,22.39,1440,Médio,Produtor,A,Sudeste,0.6576755
1284,21285,4.49,987,Pequeno,Distribuidor,A,Sul,0.6572755
1636,21637,135.92,1288,Médio,Indústria,B,Sudeste,0.65704304
1393,21394,52.78,808,Pequeno,Distribuidor,F,Sul,0.6567849
744,20745,171.25,488,Pequeno,Produtor,B,Sudeste,0.65665025
349,20350,8.13,960,Pequeno,Cooperativa,C,Nordeste,0.6565283
246,20247,17.48,1380,Pequeno,Distribuidor,C,Sudeste,0.65640587
1160,21161,8.49,562,Pequeno,Produtor,C,Sudeste,0.6563936
1862,21863,12.89,124,Grande,Produtor,C,Nordeste,0.6561119
555,20556,5.82,593,Médio,Indústria,C,Nordeste,0.6558953
130,20131,48.83,837,Grande,Cooperativa,D,Norte,0.655641
791,20792,24.92,1204,Pequeno,Indústria,D,Sul,0.655454
298,20299,68.99,369,Grande,Produtor,F,Centro-Oeste,0.6551801
1541,21542,4.51,418,Médio,Distribuidor,C,Nordeste,0.6548127
1199,21200,14.78,713,Pequeno,Cooperativa,C,Sudeste,0.6548045
1556,21557,18.36,155,Grande,Produtor,C,Centro-Oeste,0.6544016
1946,21947,23.25,652,Grande,Produtor,D,Centro-Oeste,0.65416664
1833,21834,69.55,524,Pequeno,Produtor,C,Centro-Oeste,0.65409017
651,20652,26.75,1434,Médio,Cooperativa,D,Centro-Oeste,0.6540875
1405,21406,61.52,118,Pequeno,Produtor,C,Sudeste,0.65398
1144,21145,17.53,201,Pequeno,Produtor,C,Centro-Oeste,0.653621
546,20547,31.85,380,Grande,Produtor,D,Centro-Oeste,0.6535075
1426,21427,16.88,824,Médio,Produtor,F,Sul,0.6534896
1761,21762,17.19,673,Pequeno,Distribuidor,B,Sudeste,0.6534739
408,20409,26.17,587,Pequeno,Distribuidor,B,Nordeste,0.6534197
73,20074,31.16,401,Médio,Produtor,C,Centro-Oeste,0.6530324
1074,21075,124.34,1497,Grande,Produtor,B,Centro-Oeste,0.65282184
1137,21138,3.45,341,Pequeno,Indústria,C,Sudeste,0.6524946
143,20144,258.89,400,Pequeno,Distribuidor,C,Sudeste,0.6523837
82,20083,73.75,1368,Pequeno,Distribuidor,C,Sudeste,0.6521025
1362,21363,182.27,960,Pequeno,Produtor,C,Sudeste,0.6512775
500,20501,20.73,245,Grande,Cooperativa,F,Sul,0.6512525
1800,21801,133.34,674,Pequeno,Distribuidor,B,Centro-Oeste,0.6511823
552,20553,15.14,752,Médio,Indústria,D,Centro-Oeste,0.6505978
1853,21854,151.76,368,Pequeno,Produtor,B,Centro-Oeste,0.6504712
922,20923,28.47,1080,Pequeno,Produtor,A,Norte,0.6503949
105,20106,176.92,508,Pequeno,Produtor,F,Centro-Oeste,0.64993167
1014,21015,22.96,1306,Médio,Distribuidor,C,Sudeste,0.64984393
1294,21295,17.05,937,Pequeno,Produtor,A,Sudeste,0.6495094
760,20761,15.33,170,Médio,Indústria,B,Sul,0.6493612
1584,21585,23.72,219,Pequeno,Produtor,B,Norte,0.64927506
1590,21591,64.55,982,Pequeno,Produtor,B,Sudeste,0.64919776
1803,21804,12.85,1030,Pequeno,Distribuidor,B,Sudeste,0.6485123
418,20419,76.25,147,Pequeno,Produtor,D,Centro-Oeste,0.64836234
190,20191,118.59,272,Médio,Indústria,C,Sul,0.6483325
768,20769,57.33,1039,Médio,Distribuidor,C,Centro-Oeste,0.6480484
251,20252,47.67,1015,Pequeno,Produtor,B,Sudeste,0.6478432
1061,21062,39.31,731,Pequeno,Produtor,C,Sudeste,0.6474341
416,20417,99.09,1009,Grande,Distribuidor,C,Centro-Oeste,0.646944
1275,21276,18.91,1270,Pequeno,Distribuidor,B,Sul,0.6464117
1631,21632,54.91,132,Pequeno,Cooperativa,F,Sul,0.64599985
1230,21231,143.35,918,Médio,Produtor,C,Centro-Oeste,0.6459903
1677,21678,26.01,522,Grande,Produtor,D,Centro-Oeste,0.64502174
1650,21651,437.27,985,Pequeno,Indústria,A,Sul,0.64479
820,20821,36.16,818,Pequeno,Distribuidor,B,Centro-Oeste,0.6446152
1860,21861,40.44,893,Pequeno,Produtor,C,Sudeste,0.64439565
1402,21403,149.46,982,Pequeno,Produtor,B,Sul,0.64431584
161,20162,61.85,326,Médio,Cooperativa,C,Centro-Oeste,0.64427274
1335,21336,16.39,1005,Grande,Produtor,D,Sul,0.6442213
1292,21293,7.91,544,Pequeno,Produtor,C,Sudeste,0.6439597
1305,21306,171.29,1147,Médio,Produtor,C,Sudeste,0.64374435
219,20220,7.54,1459,Grande,Indústria,C,Centro-Oeste,0.6432687
1558,21559,2.68,203,Pequeno,Distribuidor,B,Centro-Oeste,0.6432617
1834,21835,27.75,1353,Médio,Produtor,C,Centro-Oeste,0.64254713
272,20273,5.67,308,Médio,Produtor,D,Sudeste,0.6423608
910,20911,69.23,745,Pequeno,Produtor,D,Nordeste,0.6422455
1120,21121,4.79,699,Pequeno,Cooperativa,C,Sul,0.642238
1186,21187,80.83,428,Médio,Indústria,C,Sul,0.64198124
1468,21469,4.79,212,Pequeno,Produtor,B,Sul,0.6417372
1172,21173,31.86,1037,Pequeno,Produtor,F,Norte,0.6416846
74,20075,179.74,887,Pequeno,Indústria,A,Centro-Oeste,0.6416522
1822,21823,89.42,356,Pequeno,Produtor,C,Centro-Oeste,0.64138895
235,20236,40.92,546,Pequeno,Produtor,B,Centro-Oeste,0.64073896
710,20711,2.08,839,Pequeno,Produtor,C,Sudeste,0.64070785
1301,21302,49.38,1472,Médio,Distribuidor,D,Sudeste,0.6403309
1021,21022,5.58,1291,Pequeno,Distribuidor,D,Centro-Oeste,0.64024705
804,20805,31.35,1066,Pequeno,Cooperativa,F,Centro-Oeste,0.63987446
1675,21676,8.5,1276,Pequeno,Indústria,D,Sul,0.6398726
1929,21930,19.08,871,Médio,Cooperativa,D,Nordeste,0.63975567
237,20238,8.55,384,Médio,Produtor,D,Sudeste,0.6392459
1189,21190,4.86,590,Médio,Produtor,C,Sul,0.6384206
302,20303,13.62,191,Pequeno,Produtor,C,Sudeste,0.63834393
954,20955,18.81,1486,Médio,Distribuidor,D,Sudeste,0.63789743
152,20153,104.21,932,Grande,Cooperativa,B,Sudeste,0.6377892
275,20276,4.75,951,Pequeno,Cooperativa,C,Centro-Oeste,0.6374414
1701,21702,82.68,586,Médio,Distribuidor,C,Sudeste,0.6372648
1369,21370,4.17,639,Pequeno,Produtor,C,Centro-Oeste,0.6370413
855,20856,26.83,851,Médio,Cooperativa,C,Sul,0.63683325
1777,21778,62.8,565,Médio,Produtor,D,Centro-Oeste,0.6357423
1143,21144,175.06,974,Pequeno,Produtor,D,Sul,0.63498634
181,20182,8.98,420,Pequeno,Produtor,C,Sudeste,0.6348784
561,20562,33.46,1198,Grande,Produtor,B,Sudeste,0.6345933
1941,21942,46.64,134,Médio,Cooperativa,C,Centro-Oeste,0.6336051
1377,21378,12.16,1341,Médio,Indústria,C,Sudeste,0.63325703
916,20917,54.54,792,Pequeno,Distribuidor,B,Sudeste,0.6330318
1994,21995,78.78,1126,Pequeno,Produtor,C,Sul,0.63244206
23,20024,4.55,1454,Médio,Produtor,D,Sudeste,0.6324357
224,20225,22.73,696,Pequeno,Produtor,C,Sudeste,0.6323732
1769,21770,28.35,270,Pequeno,Produtor,B,Sudeste,0.6320703
564,20565,11.4,1080,Médio,Indústria,F,Sul,0.63198483
1247,21248,92.11,528,Grande,Produtor,D,Norte,0.63176656
1183,21184,28.32,735,Médio,Distribuidor,C,Sul,0.6314175
853,20854,84.08,1071,Pequeno,Indústria,C,Sudeste,0.63131005
1424,21425,19.45,1472,Pequeno,Produtor,C,Sudeste,0.63126606
1571,21572,54.68,1266,Pequeno,Cooperativa,D,Sudeste,0.63100725
1593,21594,5.6,803,Grande,Produtor,F,Centro-Oeste,0.63095385
1337,21338,74.37,1139,Médio,Distribuidor,D,Sudeste,0.63094765
494,20495,2.06,101,Pequeno,Produtor,C,Centro-Oeste,0.63085026
971,20972,417.34,1248,Pequeno,Distribuidor,C,Sudeste,0.6307875
1619,21620,77.31,472,Pequeno,Produtor,C,Sul,0.63077635
1903,21904,6.1,379,Pequeno,Produtor,C,Centro-Oeste,0.63062775
1339,21340,507.78,1431,Pequeno,Produtor,B,Sul,0.63044596
1791,21792,138.12,1235,Pequeno,Produtor,D,Sudeste,0.6303413
1312,21313,19.73,109,Pequeno,Produtor,C,Sul,0.63031626
1612,21613,60.08,588,Pequeno,Produtor,C,Sudeste,0.6298986
1891,21892,11.46,1373,Pequeno,Produtor,D,Centro-Oeste,0.62968236
664,20665,54.54,424,Grande,Produtor,C,Sudeste,0.6296471
1507,21508,143.72,1131,Médio,Produtor,C,Sudeste,0.6292166
150,20151,121.92,1090,Pequeno,Distribuidor,C,Centro-Oeste,0.629092
1669,21670,532.82,892,Médio,Cooperativa,B,Sudeste,0.62907624
1492,21493,195.52,664,Médio,Produtor,B,Nordeste,0.6282654
1620,21621,21.49,255,Pequeno,Produtor,C,Sudeste,0.62817323
422,20423,9.38,588,Pequeno,Produtor,D,Centro-Oeste,0.6279392
1611,21612,99.02,381,Médio,Produtor,C,Nordeste,0.6278849
1289,21290,11.52,132,Médio,Produtor,C,Centro-Oeste,0.6275875
1659,21660,35.17,98,Pequeno,Cooperativa,C,Nordeste,0.62752455
630,20631,36.12,1359,Médio,Produtor,C,Sudeste,0.6275187
182,20183,3.82,909,Pequeno,Produtor,C,Centro-Oeste,0.6272818
278,20279,165.34,612,Grande,Produtor,C,Nordeste,0.6272084
1039,21040,5.9,1233,Grande,Produtor,D,Sul,0.6270559
862,20863,99.61,1408,Pequeno,Produtor,D,Centro-Oeste,0.62672997
390,20391,35.65,898,Pequeno,Cooperativa,C,Sudeste,0.6264797
1772,21773,46.98,996,Médio,Distribuidor,C,Centro-Oeste,0.62634224
998,20999,153.38,561,Pequeno,Cooperativa,D,Centro-Oeste,0.62626594
626,20627,1.85,180,Médio,Produtor,C,Centro-Oeste,0.62623996
724,20725,13.12,342,Pequeno,Produtor,C,Sudeste,0.62614423
1655,21656,4.91,707,Pequeno,Produtor,C,Sul,0.6260428
473,20474,169.01,1053,Pequeno,Produtor,C,Sudeste,0.62595415
816,20817,15.76,1390,Pequeno,Produtor,B,Centro-Oeste,0.6254462
876,20877,66.96,1376,Pequeno,Cooperativa,C,Sul,0.6251517
1900,21901,3.18,170,Pequeno,Produtor,D,Centro-Oeste,0.6248205
895,20896,65.07,772,Médio,Produtor,C,Sudeste,0.62478375
461,20462,6.07,648,Pequeno,Cooperativa,C,Sul,0.624441
1309,21310,59.46,538,Pequeno,Cooperativa,C,Sudeste,0.6243567
35,20036,17.59,419,Pequeno,Cooperativa,C,Norte,0.6241831
27,20028,16.65,631,Pequeno,Distribuidor,C,Centro-Oeste,0.6239005
1100,21101,24.76,534,Pequeno,Produtor,C,Centro-Oeste,0.6233484
825,20826,72.96,248,Pequeno,Produtor,D,Sudeste,0.6232808
1259,21260,78.5,425,Pequeno,Produtor,C,Sudeste,0.62268656
946,20947,3.14,506,Médio,Produtor,B,Sul,0.6223648
810,20811,358.46,613,Grande,Indústria,C,Sudeste,0.6221498
1378,21379,134.23,1375,Pequeno,Indústria,D,Norte,0.62207717
1303,21304,14.78,1086,Médio,Produtor,C,Centro-Oeste,0.6218284
1448,21449,60.7,392,Médio,Produtor,F,Sul,0.6217421
239,20240,537.15,803,Pequeno,Distribuidor,C,Sudeste,0.6216235
887,20888,137.09,1085,Médio,Cooperativa,B,Sudeste,0.6210061
683,20684,18.41,276,Médio,Produtor,B,Centro-Oeste,0.62077755
1647,21648,319.95,481,Pequeno,Produtor,C,Sudeste,0.6207408
1681,21682,33.75,1177,Grande,Indústria,B,Centro-Oeste,0.62014794
242,20243,178.96,798,Médio,Cooperativa,C,Sudeste,0.6201395
96,20097,38.81,789,Médio,Cooperativa,B,Norte,0.61999786
812,20813,0.89,138,Pequeno,Distribuidor,B,Centro-Oeste,0.6195847
1141,21142,147.14,116,Pequeno,Produtor,B,Centro-Oeste,0.61953384
85,20086,58.75,1092,Pequeno,Produtor,D,Sul,0.6195002
1837,21838,44.13,1206,Pequeno,Produtor,C,Centro-Oeste,0.6194628
1642,21643,46.64,1365,Pequeno,Produtor,B,Norte,0.61916536
554,20555,11.13,613,Médio,Produtor,B,Sudeste,0.6189521
1176,21177,5.0,1352,Pequeno,Cooperativa,C,Sudeste,0.6189098
631,20632,19.39,1211,Médio,Produtor,C,Sudeste,0.6188381
1784,21785,43.91,1279,Pequeno,Distribuidor,F,Nordeste,0.6184807
547,20548,18.61,202,Pequeno,Distribuidor,C,Sul,0.61814994
1168,21169,57.66,1092,Pequeno,Produtor,F,Centro-Oeste,0.6181255
864,20865,45.71,1382,Pequeno,Produtor,D,Norte,0.61782956
702,20703,11.81,538,Pequeno,Indústria,C,Sul,0.61774015
1989,21990,7.95,1463,Pequeno,Produtor,C,Sudeste,0.6177299
1429,21430,49.43,762,Médio,Indústria,F,Sudeste,0.6175822
1775,21776,8.68,787,Médio,Produtor,C,Sul,0.6173278
677,20678,55.69,1493,Pequeno,Produtor,F,Sudeste,0.61725384
1521,21522,44.64,1324,Pequeno,Produtor,C,Sul,0.6170801
1440,21441,30.87,1053,Pequeno,Produtor,C,Sul,0.6170081
377,20378,3.99,931,Médio,Distribuidor,D,Sudeste,0.61693144
1363,21364,7.25,1271,Pequeno,Distribuidor,C,Sul,0.6168905
743,20744,610.97,322,Médio,Indústria,F,Centro-Oeste,0.61661536
1774,21775,33.18,1298,Grande,Cooperativa,C,Centro-Oeste,0.61650866
805,20806,104.28,216,Pequeno,Produtor,B,Sudeste,0.61586297
1630,21631,70.0,537,Pequeno,Produtor,D,Sul,0.615808
1731,21732,30.14,193,Grande,Cooperativa,C,Sudeste,0.615792
1801,21802,31.96,543,Médio,Produtor,C,Nordeste,0.61547357
169,20170,6.59,1235,Médio,Produtor,F,Sul,0.6154554
925,20926,6.14,1020,Pequeno,Produtor,C,Norte,0.6154542
220,20221,6.04,330,Pequeno,Produtor,F,Sudeste,0.6150763
701,20702,175.47,1010,Pequeno,Produtor,C,Sudeste,0.6150353
1203,21204,38.12,1355,Pequeno,Produtor,A,Sudeste,0.6148811
1380,21381,9.08,275,Médio,Indústria,C,Sul,0.61484104
1376,21377,28.53,1345,Grande,Produtor,C,Centro-Oeste,0.6141677
1840,21841,57.11,1229,Médio,Produtor,A,Nordeste,0.6135827
1243,21244,16.0,844,Pequeno,Produtor,B,Sudeste,0.6135244
579,20580,558.47,1379,Médio,Produtor,C,Sudeste,0.6134898
838,20839,54.59,1054,Médio,Cooperativa,C,Centro-Oeste,0.61320645
673,20674,9.12,1404,Médio,Indústria,C,Sul,0.61306286
1759,21760,61.8,439,Pequeno,Produtor,C,Centro-Oeste,0.6129002
1348,21349,15.64,695,Médio,Produtor,F,Sudeste,0.61285853
926,20927,28.99,959,Pequeno,Produtor,C,Centro-Oeste,0.612841
479,20480,73.77,1127,Pequeno,Produtor,C,Sudeste,0.6126616
1017,21018,16.47,927,Médio,Distribuidor,C,Centro-Oeste,0.612642
22,20023,89.37,270,Pequeno,Distribuidor,D,Sudeste,0.6125164
491,20492,63.46,577,Pequeno,Cooperativa,D,Centro-Oeste,0.6124326
1739,21740,48.86,941,Pequeno,Produtor,C,Sudeste,0.6122761
1746,21747,41.59,815,Pequeno,Produtor,D,Centro-Oeste,0.61209315
1974,21975,92.66,798,Médio,Cooperativa,C,Sudeste,0.61195725
846,20847,278.37,782,Médio,Distribuidor,D,Sudeste,0.61174774
1466,21467,549.18,563,Pequeno,Indústria,A,Sudeste,0.6117359
1850,21851,132.63,594,Pequeno,Distribuidor,D,Sudeste,0.61170083
821,20822,22.42,919,Pequeno,Cooperativa,B,Nordeste,0.61160296
233,20234,350.3,249,Grande,Produtor,C,Sul,0.61140066
1002,21003,10.28,1399,Médio,Produtor,D,Sul,0.61128765
1665,21666,125.09,462,Médio,Distribuidor,C,Centro-Oeste,0.6112319
932,20933,55.53,364,Pequeno,Indústria,C,Centro-Oeste,0.6111427
223,20224,720.35,975,Pequeno,Distribuidor,B,Sul,0.6110852
530,20531,10.36,1458,Pequeno,Produtor,D,Sudeste,0.6104947
1432,21433,134.3,731,Médio,Produtor,C,Sudeste,0.61038846
1037,21038,283.26,1071,Pequeno,Produtor,D,Centro-Oeste,0.6103094
977,20978,50.86,438,Pequeno,Cooperativa,C,Centro-Oeste,0.61019737
166,20167,140.36,1092,Médio,Distribuidor,D,Centro-Oeste,0.6101372
378,20379,26.14,396,Pequeno,Cooperativa,D,Sul,0.61008334
32,20033,63.82,426,Grande,Produtor,D,Sudeste,0.6099546
1649,21650,10.74,1249,Pequeno,Produtor,A,Sul,0.60978734
562,20563,2.3,1309,Pequeno,Distribuidor,A,Centro-Oeste,0.60954356
637,20638,18.12,954,Médio,Produtor,C,Sudeste,0.6092897
822,20823,23.27,1095,Grande,Cooperativa,C,Sudeste,0.60922235
729,20730,72.88,576,Grande,Indústria,B,Centro-Oeste,0.60891056
1489,21490,163.56,1129,Médio,Produtor,C,Sul,0.6088426
1145,21146,53.09,635,Pequeno,Produtor,B,Sudeste,0.60849047
1843,21844,57.95,799,Pequeno,Cooperativa,C,Sudeste,0.60833746
913,20914,41.59,1074,Pequeno,Indústria,C,Sudeste,0.60833114
911,20912,104.31,378,Médio,Indústria,C,Sudeste,0.6082369
963,20964,7.11,1303,Médio,Indústria,C,Sul,0.6081175
873,20874,14.97,1358,Pequeno,Cooperativa,C,Centro-Oeste,0.60760605
839,20840,73.39,1076,Pequeno,Cooperativa,C,Sudeste,0.60760546
1698,21699,43.69,1450,Médio,Produtor,A,Sudeste,0.6071742
1308,21309,17.38,1232,Pequeno,Distribuidor,A,Sudeste,0.6069747
118,20119,19.49,313,Pequeno,Produtor,C,Nordeste,0.60689795
1931,21932,189.1,1486,Pequeno,Distribuidor,B,Sudeste,0.6065198
620,20621,17.9,732,Médio,Cooperativa,D,Centro-Oeste,0.60651827
695,20696,104.57,584,Pequeno,Indústria,C,Sudeste,0.6064939
1343,21344,451.13,976,Pequeno,Produtor,C,Sudeste,0.60642797
1799,21800,230.99,219,Pequeno,Produtor,C,Centro-Oeste,0.6063176
1173,21174,166.18,254,Pequeno,Distribuidor,C,Sul,0.60614204
1797,21798,33.99,507,Médio,Cooperativa,C,Sudeste,0.60613626
1597,21598,11.86,916,Grande,Distribuidor,C,Nordeste,0.60578066
329,20330,28.42,1305,Grande,Produtor,C,Centro-Oeste,0.6057312
490,20491,74.84,147,Pequeno,Produtor,C,Centro-Oeste,0.60568297
58,20059,264.9,327,Pequeno,Produtor,C,Sudeste,0.6056522
3,20004,365.12,1009,Médio,Cooperativa,C,Sul,0.6055802
1928,21929,82.67,146,Pequeno,Produtor,C,Sudeste,0.6055116
1210,21211,13.73,1081,Pequeno,Distribuidor,C,Sul,0.605455
1150,21151,55.17,304,Pequeno,Distribuidor,B,Centro-Oeste,0.605422
392,20393,25.12,141,Pequeno,Produtor,C,Centro-Oeste,0.6053891
1371,21372,48.83,511,Pequeno,Produtor,C,Sudeste,0.6052549
412,20413,46.94,1388,Pequeno,Produtor,C,Nordeste,0.6051196
433,20434,24.53,482,Pequeno,Distribuidor,D,Sudeste,0.604953
952,20953,963.98,1344,Pequeno,Cooperativa,C,Sudeste,0.60481846
1326,21327,219.93,967,Pequeno,Produtor,C,Sul,0.604309
1823,21824,149.39,1166,Médio,Distribuidor,C,Sul,0.6041103
955,20956,29.29,1107,Pequeno,Produtor,D,Nordeste,0.6039536
368,20369,2.18,1377,Pequeno,Produtor,C,Sudeste,0.6039059
707,20708,20.89,1041,Pequeno,Produtor,C,Centro-Oeste,0.60381216
1473,21474,291.56,1211,Pequeno,Produtor,D,Sudeste,0.6032812
351,20352,12.28,861,Grande,Indústria,C,Centro-Oeste,0.60316527
1403,21404,22.55,1186,Pequeno,Produtor,C,Sul,0.6029266
431,20432,6.83,988,Pequeno,Distribuidor,B,Centro-Oeste,0.60212016
257,20258,29.26,742,Médio,Cooperativa,C,Sudeste,0.6018733
484,20485,21.73,816,Grande,Produtor,D,Sudeste,0.601635
1682,21683,32.84,1019,Pequeno,Produtor,C,Nordeste,0.6014906
1971,21972,13.45,1399,Pequeno,Produtor,C,Sudeste,0.60144526
518,20519,0.8,539,Médio,Cooperativa,D,Sudeste,0.6013839
1948,21949,7.25,1453,Pequeno,Produtor,C,Sudeste,0.6012442
1316,21317,48.25,882,Grande,Produtor,C,Centro-Oeste,0.6009375
992,20993,10.76,1453,Médio,Produtor,C,Sul,0.6008145
1321,21322,8.32,533,Médio,Produtor,D,Centro-Oeste,0.6006338
