id_cliente,valor_divida_mil,tempo_inadimplencia_dias,porte_cliente,ramo_atuacao_cliente,score_risco_interno,regiao,status_final_pago
1413,19.94,1505,Pequeno,Cooperativa,C,Sudeste,0
1414,52.83,126,Médio,Distribuidor,D,Centro-Oeste,1
1415,231.83,766,Pequeno,Produtor,A,Sul,1
1416,69.49,1146,Pequeno,Cooperativa,B,Nordeste,1
1417,49.45,1594,Pequeno,Cooperativa,C,Sul,1
1418,19.82,484,Médio,Distribuidor,F,Sudeste,0
1419,3.92,303,Médio,Distribuidor,C,Sudeste,1
1420,4.4,1412,Grande,Cooperativa,B,Norte,1
1421,34.99,1193,Médio,Produtor,D,Sul,0
1422,7.44,1596,Médio,Cooperativa,A,Nordeste,1
1423,14.24,1203,Médio,Distribuidor,B,Sudeste,1
1424,1211.31,533,Médio,Produtor,B,Sul,1
1425,87.81,1757,Médio,Cooperativa,D,Sul,1
1426,290.04,820,Pequeno,Produtor,F,Norte,1
1427,32.03,1696,Médio,Cooperativa,B,Norte,0
1428,33.03,1590,Médio,Produtor,B,Centro-Oeste,1
1429,124.73,1745,Médio,Produtor,C,Sul,1
1430,5.19,922,Médio,Indústria,D,Sul,1
1431,14.41,833,Pequeno,Produtor,B,Centro-Oeste,1
1432,1273.59,1445,Pequeno,Produtor,D,Centro-Oeste,0
1433,122.19,1720,Médio,Distribuidor,F,Centro-Oeste,1
1434,46.15,126,Médio,Produtor,B,Sudeste,1
1435,100.07,1326,Pequeno,Cooperativa,B,Sudeste,1
1436,48.62,1115,Pequeno,Produtor,B,Norte,0
1437,61.71,668,Pequeno,Produtor,C,Nordeste,1
1438,157.0,201,Pequeno,Produtor,D,Sudeste,1
1439,243.52,974,Médio,Produtor,D,Sudeste,1
1440,26.34,413,Médio,Produtor,B,Sudeste,1
1441,34.24,1136,Grande,Indústria,A,Norte,1
1442,3.6,176,Médio,Produtor,F,Sudeste,1
1443,8.44,838,Pequeno,Indústria,C,Sul,1
1444,18.61,1417,Pequeno,Produtor,C,Sul,1
1445,567.6,348,Médio,Produtor,C,Sudeste,1
1446,133.6,1493,Médio,Produtor,B,Centro-Oeste,0
1447,180.0,293,Médio,Produtor,D,Sudeste,0
1448,39.66,1513,Médio,Distribuidor,D,Sul,0
1449,329.31,437,Médio,Produtor,B,Sudeste,1
1450,44.95,556,Pequeno,Produtor,F,Nordeste,0
1451,55.9,1446,Pequeno,Produtor,D,Sul,0
1452,154.4,146,Médio,Cooperativa,F,Sudeste,1
1453,498.3,113,Médio,Distribuidor,C,Norte,1
1454,47.95,111,Médio,Distribuidor,C,Sudeste,1
1455,134.09,930,Grande,Produtor,C,Sudeste,1
1456,34.78,972,Pequeno,Produtor,B,Centro-Oeste,0
1457,9.96,1259,Pequeno,Produtor,B,Centro-Oeste,0
1458,55.84,1133,Médio,Produtor,C,Sul,1
1459,39.48,525,Grande,Produtor,C,Norte,1
1460,7.82,739,Médio,Produtor,C,Centro-Oeste,0
1461,7.91,456,Médio,Produtor,A,Nordeste,1
1462,69.89,1051,Médio,Produtor,D,Sul,1
1463,342.22,1030,Médio,Cooperativa,B,Nordeste,1
1464,30.39,765,Pequeno,Cooperativa,D,Centro-Oeste,0
1465,3.86,878,Pequeno,Distribuidor,F,Centro-Oeste,0
1466,55.92,997,Médio,Cooperativa,C,Centro-Oeste,1
1467,94.76,458,Médio,Distribuidor,F,Centro-Oeste,0
1468,128.83,1641,Pequeno,Produtor,B,Sudeste,1
1469,1.99,354,Grande,Produtor,B,Sul,0
1470,68.24,1272,Grande,Produtor,B,Sul,0
1471,72.42,1426,Pequeno,Produtor,C,Nordeste,1
1472,36.64,561,Médio,Distribuidor,C,Centro-Oeste,1
1473,15.58,1482,Pequeno,Indústria,B,Centro-Oeste,1
1474,23.66,380,Pequeno,Produtor,F,Sul,0
1475,61.78,1439,Médio,Distribuidor,F,Sudeste,1
1476,9.05,1244,Pequeno,Distribuidor,B,Sudeste,1
1477,110.44,519,Médio,Cooperativa,D,Sul,0
1478,3.66,1235,Pequeno,Produtor,C,Sudeste,0
1479,51.48,1508,Médio,Distribuidor,B,Sul,0
1480,53.81,1576,Pequeno,Indústria,B,Sul,1
1481,62.85,557,Pequeno,Produtor,C,Nordeste,0
1482,28.52,154,Médio,Distribuidor,D,Sudeste,0
1483,1.03,1113,Médio,Produtor,B,Sul,0
1484,205.25,1168,Pequeno,Distribuidor,C,Sul,0
1485,6.57,1475,Médio,Produtor,C,Centro-Oeste,0
1486,53.61,1066,Médio,Produtor,D,Centro-Oeste,1
1487,382.97,1775,Pequeno,Indústria,B,Sudeste,0
1488,2.18,159,Médio,Produtor,C,Sul,1
1489,29.64,241,Médio,Indústria,B,Sudeste,1
1490,10.37,1542,Pequeno,Cooperativa,C,Sudeste,1
1491,15.74,958,Grande,Produtor,C,Centro-Oeste,0
1492,21.06,1423,Grande,Cooperativa,F,Sudeste,1
1493,32.64,863,Médio,Cooperativa,C,Sul,1
1494,28.94,1072,Grande,Cooperativa,D,Sudeste,1
1495,8.71,1793,Pequeno,Produtor,C,Centro-Oeste,1
1496,223.22,529,Médio,Indústria,C,Centro-Oeste,0
1497,15.57,521,Pequeno,Produtor,B,Sul,1
1498,3.27,654,Médio,Cooperativa,B,Sudeste,0
1499,192.34,1260,Pequeno,Produtor,D,Centro-Oeste,0
1500,9.66,747,Médio,Distribuidor,B,Sul,0
1501,47.53,418,Médio,Cooperativa,B,Centro-Oeste,1
1502,10.78,1748,Médio,Distribuidor,D,Sudeste,1
1503,2.82,558,Médio,Produtor,C,Sudeste,1
1504,223.9,1113,Pequeno,Produtor,C,Sudeste,1
1505,15.13,567,Médio,Produtor,A,Sul,1
1506,279.8,1265,Médio,Distribuidor,C,Nordeste,1
1507,49.59,1317,Médio,Cooperativa,C,Centro-Oeste,0
1508,382.42,1131,Grande,Cooperativa,B,Nordeste,1
1509,8.67,271,Médio,Produtor,B,Centro-Oeste,0
1510,227.03,1648,Médio,Cooperativa,B,Sudeste,1
1511,2.02,1476,Médio,Cooperativa,F,Sudeste,1
1512,16.1,1421,Pequeno,Distribuidor,A,Centro-Oeste,0
1513,13.32,1775,Médio,Indústria,C,Sudeste,0
1514,86.96,1398,Pequeno,Distribuidor,F,Sul,0
1515,296.74,359,Grande,Indústria,D,Sul,0
1516,8.68,220,Médio,Indústria,B,Sul,1
1517,0.89,747,Pequeno,Distribuidor,B,Sudeste,1
1518,1087.53,1149,Médio,Produtor,D,Sul,0
1519,62.31,1477,Pequeno,Produtor,D,Sul,0
1520,149.43,574,Pequeno,Produtor,C,Sudeste,0
1521,220.55,381,Médio,Distribuidor,B,Norte,1
1522,34.07,966,Pequeno,Indústria,C,Sudeste,1
1523,2.21,293,Grande,Produtor,C,Sudeste,1
1524,4.09,180,Pequeno,Indústria,C,Norte,1
1525,62.37,1279,Pequeno,Cooperativa,F,Sul,0
1526,59.0,538,Pequeno,Produtor,C,Sul,1
1527,3.51,1683,Pequeno,Produtor,C,Centro-Oeste,0
1528,4.37,848,Médio,Cooperativa,C,Centro-Oeste,1
1529,36.78,84,Médio,Distribuidor,A,Centro-Oeste,1
1530,2.32,917,Médio,Cooperativa,C,Sudeste,1
1531,10.77,915,Pequeno,Produtor,C,Sul,1
1532,7.61,1520,Médio,Produtor,C,Sul,1
1533,48.91,282,Médio,Cooperativa,C,Sudeste,0
1534,141.21,1558,Pequeno,Indústria,D,Sul,0
1535,8.49,1486,Médio,Produtor,C,Sudeste,1
1536,6.4,1751,Médio,Distribuidor,C,Sudeste,1
1537,1.63,696,Médio,Produtor,B,Sul,1
1538,13.52,1287,Médio,Cooperativa,B,Centro-Oeste,0
1539,10.49,316,Médio,Distribuidor,D,Sul,0
1540,1.89,1415,Médio,Produtor,D,Norte,1
1541,16.56,356,Médio,Produtor,D,Sul,1
1542,40.76,851,Médio,Cooperativa,D,Norte,1
1543,89.82,1361,Pequeno,Distribuidor,C,Centro-Oeste,1
1544,82.79,1219,Pequeno,Cooperativa,C,Sul,0
1545,4.68,82,Pequeno,Cooperativa,B,Centro-Oeste,1
1546,6.32,500,Médio,Distribuidor,C,Sudeste,0
1547,257.9,481,Pequeno,Produtor,B,Sudeste,1
1548,31.91,86,Pequeno,Produtor,B,Sudeste,0
1549,79.55,1313,Médio,Indústria,D,Centro-Oeste,0
1550,113.71,189,Grande,Produtor,C,Sudeste,1
1551,27.11,78,Pequeno,Distribuidor,C,Centro-Oeste,0
1552,19.72,872,Médio,Distribuidor,D,Nordeste,1
1553,13.62,1588,Pequeno,Produtor,A,Sudeste,1
1554,19.85,161,Pequeno,Produtor,C,Sudeste,1
1555,7.66,1703,Pequeno,Cooperativa,C,Centro-Oeste,1
1556,6.87,1553,Pequeno,Produtor,D,Sul,0
1557,3.48,475,Médio,Produtor,C,Centro-Oeste,0
1558,42.99,1623,Grande,Distribuidor,C,Sudeste,1
1559,16.56,1494,Pequeno,Cooperativa,F,Nordeste,1
1560,44.4,982,Pequeno,Produtor,C,Centro-Oeste,1
1561,16.85,479,Pequeno,Cooperativa,D,Sudeste,0
1562,5.65,1487,Pequeno,Cooperativa,B,Sudeste,0
1563,4.91,1306,Pequeno,Produtor,D,Sudeste,1
1564,27.79,1508,Pequeno,Produtor,D,Sul,1
1565,56.92,1485,Médio,Cooperativa,B,Nordeste,1
1566,32.87,728,Médio,Cooperativa,A,Sul,1
1567,9.0,52,Médio,Distribuidor,D,Sudeste,0
1568,45.98,963,Pequeno,Produtor,C,Norte,0
1569,2.75,997,Pequeno,Produtor,C,Nordeste,0
1570,13.39,750,Pequeno,Cooperativa,B,Centro-Oeste,0
1571,54.78,1434,Pequeno,Cooperativa,B,Centro-Oeste,1
1572,109.54,1121,Pequeno,Produtor,D,Sul,0
1573,10.23,1175,Grande,Distribuidor,C,Sudeste,0
1574,44.99,499,Médio,Distribuidor,D,Sul,0
1575,37.33,1203,Pequeno,Distribuidor,B,Sudeste,1
1576,31.82,839,Pequeno,Produtor,C,Sul,0
1577,249.33,1391,Pequeno,Produtor,D,Centro-Oeste,1
1578,40.04,1797,Médio,Indústria,C,Norte,0
1579,51.0,829,Médio,Produtor,C,Sul,0
1580,173.85,950,Pequeno,Produtor,C,Nordeste,1
1581,12.29,183,Médio,Produtor,C,Norte,0
1582,190.99,160,Grande,Cooperativa,B,Sudeste,1
1583,1.6,896,Grande,Cooperativa,B,Centro-Oeste,1
1584,104.58,1689,Médio,Distribuidor,D,Centro-Oeste,1
1585,55.24,1501,Pequeno,Produtor,D,Sul,1
1586,33.98,621,Médio,Cooperativa,C,Centro-Oeste,1
1587,91.6,1619,Grande,Cooperativa,D,Sul,0
1588,28.99,743,Grande,Produtor,C,Centro-Oeste,0
1589,7.26,1547,Grande,Produtor,D,Sudeste,0
1590,19.17,1694,Pequeno,Cooperativa,F,Sul,0
1591,152.09,1222,Pequeno,Produtor,C,Sul,1
1592,88.03,1309,Médio,Produtor,F,Sudeste,1
1593,27.67,1252,Médio,Produtor,D,Centro-Oeste,1
1594,37.57,402,Médio,Cooperativa,D,Sudeste,0
1595,253.54,730,Grande,Produtor,C,Norte,0
1596,142.43,359,Médio,Cooperativa,C,Centro-Oeste,0
1597,56.8,307,Médio,Produtor,C,Centro-Oeste,0
1598,33.84,1596,Pequeno,Distribuidor,C,Norte,1
1599,92.2,354,Médio,Indústria,B,Sul,1
1600,82.37,101,Grande,Produtor,F,Sudeste,0
1601,64.32,639,Pequeno,Distribuidor,B,Nordeste,0
1602,220.31,525,Pequeno,Cooperativa,D,Sudeste,0
1603,335.48,292,Pequeno,Indústria,C,Sudeste,0
1604,116.49,277,Grande,Cooperativa,F,Nordeste,0
1605,120.09,861,Pequeno,Produtor,A,Sul,0
1606,26.4,1028,Grande,Produtor,F,Centro-Oeste,1
1607,0.29,967,Pequeno,Distribuidor,B,Sudeste,1
1608,1184.05,1098,Pequeno,Produtor,C,Sul,0
1609,36.95,230,Pequeno,Produtor,D,Norte,0
1610,13.22,1155,Médio,Produtor,D,Norte,0
1611,44.05,1569,Médio,Cooperativa,C,Sudeste,0
1612,370.63,333,Médio,Distribuidor,C,Sul,1
1613,5.58,553,Pequeno,Produtor,D,Sudeste,0
1614,14.81,516,Médio,Cooperativa,A,Sudeste,1
1615,2.22,1183,Grande,Cooperativa,B,Centro-Oeste,1
1616,8.14,670,Pequeno,Indústria,C,Sudeste,0
1617,23.72,422,Pequeno,Produtor,C,Sul,0
1618,378.3,779,Grande,Produtor,A,Sul,0
1619,75.2,1263,Pequeno,Indústria,C,Sul,1
1620,55.65,889,Pequeno,Produtor,C,Sudeste,1
1621,32.51,47,Pequeno,Cooperativa,C,Sudeste,0
1622,162.11,854,Médio,Produtor,A,Norte,0
1623,22.35,1249,Pequeno,Cooperativa,C,Sul,1
1624,368.99,1671,Médio,Produtor,B,Centro-Oeste,1
1625,60.12,726,Pequeno,Cooperativa,B,Centro-Oeste,1
1626,1073.36,1528,Pequeno,Produtor,C,Sudeste,0
1627,24.86,1668,Pequeno,Distribuidor,C,Sudeste,1
1628,18.02,993,Médio,Produtor,D,Sul,1
1629,9.5,1336,Médio,Produtor,C,Sudeste,1
1630,11.05,951,Pequeno,Produtor,B,Centro-Oeste,1
1631,10.54,183,Médio,Produtor,C,Norte,1
1632,158.05,671,Médio,Produtor,B,Sul,0
1633,341.24,997,Pequeno,Produtor,D,Sudeste,0
1634,188.89,844,Médio,Indústria,C,Centro-Oeste,1
1635,41.7,1238,Médio,Produtor,D,Sul,1
1636,224.24,75,Grande,Distribuidor,C,Centro-Oeste,0
1637,32.14,599,Médio,Distribuidor,D,Sudeste,1
1638,9.55,1065,Pequeno,Produtor,D,Centro-Oeste,1
1639,3.79,108,Médio,Cooperativa,B,Sudeste,1
1640,13.96,1166,Pequeno,Produtor,F,Sul,1
1641,165.36,457,Pequeno,Indústria,C,Sul,1
1642,4.28,1149,Grande,Cooperativa,B,Sudeste,0
1643,5.61,744,Pequeno,Cooperativa,D,Nordeste,0
1644,37.33,1658,Médio,Distribuidor,C,Centro-Oeste,1
1645,71.86,607,Médio,Produtor,D,Sul,1
1646,426.29,1778,Pequeno,Indústria,C,Sul,0
1647,77.08,515,Grande,Produtor,D,Norte,1
1648,87.12,652,Médio,Produtor,C,Sudeste,0
1649,72.56,888,Médio,Produtor,C,Sudeste,1
1650,28.73,1782,Pequeno,Produtor,B,Sudeste,0
1651,194.62,1020,Médio,Distribuidor,C,Sudeste,1
1652,260.01,526,Pequeno,Produtor,C,Centro-Oeste,1
1653,68.56,382,Pequeno,Cooperativa,B,Nordeste,1
1654,5.86,1423,Médio,Distribuidor,C,Sudeste,0
1655,72.7,1595,Pequeno,Produtor,A,Sul,0
1656,14.81,1599,Pequeno,Cooperativa,C,Sul,1
1657,7.19,1124,Pequeno,Produtor,A,Centro-Oeste,1
1658,54.02,1251,Pequeno,Produtor,B,Sul,0
1659,14.46,142,Médio,Distribuidor,A,Sudeste,1
1660,21.62,100,Grande,Distribuidor,C,Sul,1
1661,107.64,1328,Pequeno,Cooperativa,C,Sul,0
1662,18.67,352,Pequeno,Produtor,B,Centro-Oeste,0
1663,128.72,1260,Pequeno,Cooperativa,B,Sul,0
1664,43.19,1283,Pequeno,Produtor,C,Sudeste,0
1665,1.8,1748,Grande,Cooperativa,C,Centro-Oeste,1
1666,33.1,631,Pequeno,Produtor,B,Sudeste,0
1667,20.03,1792,Médio,Produtor,C,Norte,1
1668,85.36,167,Médio,Produtor,B,Sudeste,1
1669,13.68,1315,Pequeno,Distribuidor,C,Sul,0
1670,269.37,1489,Médio,Cooperativa,A,Norte,0
1671,43.67,531,Médio,Produtor,C,Sul,1
1672,143.88,1150,Pequeno,Produtor,A,Norte,0
1673,42.01,1618,Pequeno,Produtor,C,Sudeste,0
1674,7.95,115,Médio,Cooperativa,C,Centro-Oeste,1
1675,68.24,855,Médio,Produtor,C,Sul,1
1676,183.11,464,Pequeno,Indústria,B,Sul,1
1677,817.43,1540,Médio,Indústria,D,Centro-Oeste,1
1678,19.87,1196,Pequeno,Indústria,C,Norte,0
1679,12.97,733,Médio,Cooperativa,D,Nordeste,1
1680,25.56,912,Pequeno,Cooperativa,C,Sul,1
1681,98.56,1357,Pequeno,Cooperativa,F,Centro-Oeste,0
1682,31.19,1476,Médio,Produtor,B,Sul,1
1683,7.09,519,Grande,Produtor,B,Nordeste,0
1684,15.5,527,Pequeno,Produtor,B,Centro-Oeste,1
1685,19.17,1319,Médio,Indústria,C,Centro-Oeste,1
1686,506.33,1304,Pequeno,Produtor,C,Sul,0
1687,2353.75,92,Médio,Cooperativa,C,Sul,0
1688,157.23,1615,Médio,Cooperativa,A,Sudeste,1
1689,4.28,1773,Grande,Produtor,F,Centro-Oeste,0
1690,34.9,408,Médio,Produtor,B,Sudeste,0
1691,63.65,1256,Pequeno,Indústria,C,Sul,1
1692,35.32,467,Pequeno,Produtor,C,Sudeste,1
1693,20.11,39,Médio,Produtor,B,Sudeste,0
1694,171.89,708,Grande,Cooperativa,B,Centro-Oeste,0
1695,39.68,428,Pequeno,Cooperativa,B,Sul,1
1696,480.18,1202,Pequeno,Cooperativa,F,Sul,0
1697,12.56,1208,Médio,Produtor,C,Sudeste,1
1698,32.27,1267,Pequeno,Produtor,A,Sul,1
1699,52.42,1791,Grande,Indústria,B,Sudeste,1
1700,30.98,251,Pequeno,Produtor,B,Norte,0
1701,17.09,446,Pequeno,Produtor,C,Nordeste,0
1702,115.89,556,Grande,Produtor,D,Sul,0
1703,35.68,1730,Pequeno,Cooperativa,B,Norte,0
1704,24.32,1436,Médio,Cooperativa,C,Sul,0
1705,27.69,1434,Pequeno,Cooperativa,B,Norte,0
1706,1.2,1316,Grande,Produtor,C,Sudeste,1
1707,5.64,1306,Médio,Produtor,C,Sudeste,0
1708,16.64,524,Grande,Cooperativa,B,Sudeste,0
1709,48.54,1455,Médio,Distribuidor,B,Norte,0
1710,32.65,1298,Pequeno,Indústria,C,Norte,1
1711,1.3,188,Pequeno,Produtor,B,Sul,0
1712,41.04,298,Pequeno,Distribuidor,C,Nordeste,1
1713,4.93,1359,Pequeno,Distribuidor,D,Sudeste,1
1714,31.23,262,Pequeno,Distribuidor,C,Sul,1
1715,198.47,809,Pequeno,Produtor,D,Centro-Oeste,1
1716,36.52,1394,Médio,Distribuidor,B,Norte,0
1717,81.7,1243,Pequeno,Indústria,C,Sudeste,1
1718,52.98,1191,Médio,Produtor,B,Norte,1
1719,294.87,111,Médio,Produtor,B,Sudeste,1
1720,17.18,1055,Pequeno,Produtor,D,Nordeste,0
1721,2.98,1244,Pequeno,Produtor,D,Sudeste,1
1722,8.25,744,Médio,Cooperativa,B,Norte,1
1723,0.81,1602,Pequeno,Distribuidor,B,Sul,0
1724,22.47,477,Pequeno,Cooperativa,C,Sudeste,1
1725,3.6,1639,Grande,Produtor,C,Nordeste,1
1726,53.38,570,Pequeno,Produtor,C,Sudeste,1
1727,20.76,566,Médio,Cooperativa,B,Norte,0
1728,4.51,964,Pequeno,Cooperativa,A,Norte,1
1729,3.85,251,Médio,Indústria,C,Sudeste,1
1730,1.07,607,Pequeno,Produtor,C,Sul,1
1731,29.6,502,Médio,Distribuidor,B,Sul,1
1732,107.71,143,Pequeno,Indústria,C,Sudeste,0
1733,160.58,1125,Pequeno,Produtor,F,Sul,0
1734,10.83,1348,Médio,Produtor,D,Sudeste,0
1735,120.64,1557,Pequeno,Distribuidor,D,Nordeste,0
1736,96.97,1023,Médio,Cooperativa,C,Sudeste,1
1737,27.21,1440,Pequeno,Produtor,F,Sul,1
1738,11.3,520,Pequeno,Distribuidor,F,Sudeste,1
1739,53.33,1525,Pequeno,Cooperativa,C,Sul,0
1740,59.35,700,Pequeno,Cooperativa,B,Centro-Oeste,0
1741,107.82,654,Médio,Cooperativa,C,Sudeste,1
1742,48.74,399,Médio,Distribuidor,C,Sul,1
1743,18.32,469,Médio,Distribuidor,B,Norte,1
1744,13.72,345,Médio,Distribuidor,C,Norte,1
1745,479.17,1224,Médio,Produtor,C,Sul,0
1746,81.99,665,Médio,Distribuidor,B,Sul,1
1747,16.53,969,Médio,Distribuidor,F,Nordeste,0
1748,37.5,245,Pequeno,Indústria,C,Norte,0
1749,175.67,624,Pequeno,Produtor,C,Centro-Oeste,1
1750,117.62,1594,Pequeno,Cooperativa,F,Sudeste,0
1751,17.33,1695,Médio,Produtor,C,Nordeste,0
1752,35.22,1539,Pequeno,Cooperativa,B,Centro-Oeste,0
1753,1.95,456,Médio,Distribuidor,D,Sudeste,1
1754,123.23,209,Grande,Produtor,B,Sudeste,1
1755,64.39,1003,Pequeno,Cooperativa,C,Sul,1
1756,36.64,1458,Pequeno,Cooperativa,C,Sudeste,1
1757,59.65,1698,Médio,Distribuidor,A,Norte,0
1758,21.5,107,Médio,Cooperativa,D,Sudeste,1
1759,6.63,807,Pequeno,Cooperativa,C,Sul,1
1760,88.13,1531,Médio,Produtor,F,Sudeste,0
1761,16.18,57,Pequeno,Produtor,B,Sudeste,0
1762,303.68,844,Pequeno,Cooperativa,B,Sudeste,0
1763,109.45,1319,Pequeno,Distribuidor,C,Nordeste,1
1764,13.38,752,Pequeno,Produtor,D,Nordeste,1
1765,810.99,119,Pequeno,Indústria,B,Centro-Oeste,0
1766,18.05,1154,Médio,Produtor,C,Nordeste,1
1767,12.43,1317,Pequeno,Produtor,C,Sul,1
1768,83.7,74,Médio,Cooperativa,C,Nordeste,1
1769,94.93,1733,Médio,Cooperativa,F,Sul,0
1770,447.87,1105,Pequeno,Cooperativa,C,Sudeste,1
1771,64.21,222,Pequeno,Cooperativa,B,Centro-Oeste,1
1772,160.83,1062,Pequeno,Distribuidor,B,Sul,1
1773,44.36,188,Pequeno,Produtor,F,Sul,0
1774,28.17,702,Pequeno,Cooperativa,B,Centro-Oeste,0
1775,520.75,1028,Médio,Cooperativa,C,Centro-Oeste,0
1776,154.47,1665,Pequeno,Cooperativa,D,Nordeste,0
1777,3.14,1015,Pequeno,Produtor,C,Centro-Oeste,1
1778,102.81,1452,Médio,Produtor,D,Norte,0
1779,2.41,1029,Médio,Produtor,D,Centro-Oeste,1
1780,220.72,1006,Pequeno,Distribuidor,D,Sul,1
1781,7.11,1608,Pequeno,Cooperativa,C,Sudeste,1
1782,12.81,864,Grande,Produtor,F,Sul,0
1783,11.12,417,Médio,Cooperativa,A,Sudeste,1
1784,8.58,528,Pequeno,Distribuidor,C,Norte,1
1785,85.94,1437,Grande,Indústria,A,Sudeste,0
1786,36.73,1714,Médio,Distribuidor,C,Sul,1
1787,39.16,1703,Pequeno,Produtor,B,Sul,1
1788,169.95,633,Pequeno,Cooperativa,C,Centro-Oeste,0
1789,19.35,1573,Médio,Produtor,B,Nordeste,1
1790,31.43,1253,Pequeno,Produtor,A,Sudeste,1
1791,6.84,1434,Pequeno,Cooperativa,F,Sul,1
1792,14.78,1263,Médio,Indústria,C,Sul,1
1793,72.1,876,Médio,Distribuidor,A,Sudeste,1
1794,61.38,534,Médio,Produtor,C,Sul,1
1795,27.28,333,Pequeno,Produtor,D,Sul,0
1796,72.03,1311,Pequeno,Indústria,C,Sudeste,1
1797,4.93,640,Pequeno,Indústria,D,Centro-Oeste,1
1798,2.69,432,Médio,Cooperativa,A,Nordeste,1
1799,27.85,1761,Grande,Cooperativa,C,Sudeste,0
1800,70.35,879,Pequeno,Cooperativa,C,Sudeste,1
1801,72.01,814,Pequeno,Cooperativa,C,Sudeste,0
1802,98.43,1379,Médio,Distribuidor,D,Sul,1
1803,14.53,590,Grande,Distribuidor,D,Sudeste,0
1804,423.8,576,Médio,Cooperativa,C,Sul,0
1805,2401.31,818,Médio,Distribuidor,C,Nordeste,0
1806,115.81,513,Médio,Produtor,D,Sul,1
1807,58.61,294,Médio,Distribuidor,C,Sudeste,0
1808,9.9,759,Pequeno,Cooperativa,A,Norte,0
1809,1.89,577,Médio,Cooperativa,F,Sudeste,0
1810,10.44,382,Pequeno,Produtor,C,Norte,0
1811,22.09,1617,Pequeno,Produtor,C,Sul,0
1812,548.59,671,Pequeno,Produtor,C,Nordeste,1
1813,39.41,262,Grande,Produtor,C,Sul,0
1814,28.87,182,Pequeno,Distribuidor,F,Nordeste,1
1815,8.83,952,Médio,Cooperativa,C,Nordeste,1
1816,189.45,1001,Grande,Cooperativa,F,Norte,0
1817,2.2,229,Pequeno,Cooperativa,D,Sul,0
1818,7.94,249,Médio,Produtor,A,Sudeste,1
1819,14.39,770,Pequeno,Produtor,C,Sudeste,0
1820,17.77,547,Pequeno,Cooperativa,D,Centro-Oeste,1
1821,268.97,1467,Pequeno,Produtor,B,Centro-Oeste,0
1822,87.9,619,Pequeno,Produtor,C,Sul,1
1823,229.61,709,Pequeno,Produtor,C,Sul,0
1824,24.16,814,Médio,Cooperativa,A,Nordeste,0
1825,71.6,266,Médio,Produtor,A,Norte,1
1826,698.63,1613,Pequeno,Produtor,B,Sul,0
1827,2.56,927,Pequeno,Cooperativa,C,Centro-Oeste,1
1828,11.43,343,Médio,Distribuidor,C,Sudeste,0
1829,1442.76,224,Médio,Cooperativa,C,Sudeste,0
1830,1485.29,589,Pequeno,Produtor,C,Centro-Oeste,0
1831,12.34,142,Médio,Produtor,C,Sul,1
1832,51.38,1537,Pequeno,Cooperativa,D,Norte,0
1833,3.02,883,Pequeno,Produtor,A,Sul,1
1834,1.15,1653,Médio,Produtor,A,Sudeste,0
1835,51.42,1678,Médio,Cooperativa,A,Sul,0
1836,21.8,554,Médio,Indústria,B,Sul,1
1837,75.61,1089,Pequeno,Produtor,D,Sul,0
1838,80.04,154,Médio,Distribuidor,D,Sudeste,0
1839,52.97,745,Pequeno,Produtor,A,Sul,1
1840,17.34,902,Pequeno,Produtor,B,Sul,1
1841,35.47,678,Médio,Produtor,D,Nordeste,0
1842,3.91,402,Pequeno,Indústria,D,Norte,0
1843,35.16,689,Pequeno,Cooperativa,D,Sul,1
1844,31.2,796,Pequeno,Distribuidor,F,Centro-Oeste,1
1845,64.53,1102,Grande,Cooperativa,C,Norte,1
1846,49.49,1028,Médio,Indústria,F,Sudeste,0
1847,70.24,1262,Pequeno,Cooperativa,C,Nordeste,0
1848,36.7,1513,Médio,Cooperativa,C,Sul,1
1849,5.08,461,Médio,Produtor,C,Centro-Oeste,0
1850,64.56,1203,Grande,Produtor,D,Sul,1
1851,23.94,1525,Médio,Produtor,B,Sul,1
1852,10.07,157,Pequeno,Produtor,F,Sul,1
1853,34.24,874,Pequeno,Indústria,B,Sudeste,1
1854,28.29,753,Médio,Indústria,D,Sudeste,0
1855,3.32,298,Médio,Produtor,D,Nordeste,1
1856,14.26,1137,Pequeno,Distribuidor,C,Sul,0
1857,2.37,1598,Pequeno,Produtor,C,Sul,0
1858,8.26,210,Pequeno,Cooperativa,C,Sul,0
1859,4.34,1200,Grande,Produtor,C,Sul,1
1860,24.03,910,Pequeno,Produtor,F,Centro-Oeste,0
1861,30.04,90,Médio,Produtor,A,Sudeste,1
1862,245.83,855,Pequeno,Produtor,D,Norte,0
1863,1005.53,1656,Pequeno,Produtor,D,Sudeste,0
1864,38.11,1354,Grande,Distribuidor,B,Sudeste,0
1865,0.52,63,Pequeno,Produtor,C,Nordeste,1
1866,1.27,1115,Médio,Produtor,A,Centro-Oeste,1
1867,10.41,450,Pequeno,Distribuidor,A,Sudeste,1
1868,30.46,189,Pequeno,Produtor,C,Sudeste,0
1869,29.03,1240,Pequeno,Produtor,F,Nordeste,0
1870,2.8,1597,Médio,Produtor,D,Sudeste,0
1871,65.14,659,Pequeno,Produtor,C,Centro-Oeste,0
1872,41.86,1382,Pequeno,Cooperativa,B,Nordeste,0
1873,4.76,1677,Pequeno,Cooperativa,C,Sul,0
1874,26.68,1606,Médio,Distribuidor,C,Sudeste,0
